,Target,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Sex_F,Sex_I,Sex_M,water,ratio,new6,a2
3502,10,0.61,0.47,0.175,4,0.5315,0.2835,0.325,0,0,1,1.86,0.17716666666666667,0.4685,-0.7064561465538728
3503,11,0.615,0.49,0.19,4,0.4695,0.257,0.348,1,0,0,1.9255,0.1565,0.6065,-0.9195179383452323
3504,10,0.62,0.51,0.18,4,0.592,0.274,0.322,1,0,0,1.812,0.19733333333333333,0.41200000000000003,-0.6797460894523379
3505,10,0.625,0.495,0.18,4,0.4715,0.254,0.3135,0,0,1,1.9609999999999999,0.15716666666666665,0.5155000000000001,-0.7735232366581619
3506,9,0.625,0.47,0.175,4,0.605,0.258,0.271,0,0,1,1.866,0.20166666666666666,0.28700000000000003,-0.4279894885124567
3507,11,0.64,0.5,0.165,4,0.554,0.239,0.32,1,0,0,1.887,0.18466666666666667,0.4159999999999999,-0.6539961598893719
3508,9,0.64,0.475,0.175,4,0.4865,0.341,0.288,1,0,0,1.8845,0.16216666666666665,0.43949999999999995,-0.6272984478262601
3509,10,0.645,0.52,0.175,4,0.667,0.2665,0.355,1,0,0,1.7115,0.22233333333333336,0.393,-0.6906119634081851
3510,9,0.65,0.505,0.18,4,0.7115,0.3335,0.38,0,0,1,1.5750000000000002,0.23716666666666666,0.4085000000000001,-0.717113381055511
3511,11,0.655,0.52,0.18,4,0.7185,0.36,0.355,0,0,1,1.5665,0.23950000000000002,0.3514999999999998,-0.6438989784677112
3512,11,0.655,0.54,0.175,4,0.7285,0.402,0.385,1,0,0,1.4845,0.24283333333333335,0.39150000000000007,-0.739674153131546
3513,9,0.66,0.5,0.175,4,0.556,0.2805,0.4085,1,0,0,1.755,0.18533333333333335,0.6109999999999998,-0.9640155600415143
3514,10,0.67,0.525,0.18,4,0.8005,0.3645,0.43,0,0,1,1.405,0.2668333333333333,0.4195,-0.7962777159665119
3515,12,0.69,0.525,0.19,4,0.6425,0.3905,0.42,1,0,0,1.5470000000000002,0.21416666666666664,0.5775,-0.9576937588634463
3516,11,0.7,0.575,0.2,4,0.7755,0.3965,0.461,1,0,0,1.367,0.2585,0.5465000000000001,-1.0230721631671296
3517,11,0.7,0.56,0.175,4,0.8605,0.3275,0.398,1,0,0,1.4139999999999997,0.28683333333333333,0.28549999999999986,-0.6507024765143221
3518,11,0.71,0.57,0.195,4,0.8985,0.4435,0.4535,0,0,1,1.2045,0.2995,0.3985000000000002,-0.850166474803921
3519,10,0.715,0.545,0.18,4,0.871,0.347,0.449,0,0,1,1.333,0.29033333333333333,0.387,-0.7903242125511931
3520,11,0.72,0.545,0.185,4,0.7925,0.401,0.468,1,0,0,1.3385,0.26416666666666666,0.5135000000000001,-0.9445976747586831
3521,3,0.215,0.15,0.055,2,0.015,0.009,0.0125,0,1,0,0.9635,0.015,0.12000000000000001,0.17298836137353024
3522,4,0.24,0.185,0.06,2,0.0295,0.0005,0.02,0,1,0,0.95,0.0295,0.1305,0.12795188567845167
3523,4,0.26,0.205,0.07,2,0.0415,0.019,0.0305,0,1,0,0.909,0.0415,0.1595,0.01986667944312062
3524,6,0.32,0.24,0.085,2,0.0615,0.0265,0.038,0,1,0,0.874,0.0615,0.1845,-0.043863884722286306
3525,6,0.33,0.23,0.085,2,0.079,0.026,0.0505,0,1,0,0.8445,0.079,0.192,-0.05930030571976924
3526,6,0.335,0.26,0.085,2,0.097,0.03,0.054,0,1,0,0.819,0.097,0.18100000000000002,-0.06009826945610297
3527,7,0.35,0.26,0.09,2,0.072,0.0355,0.0575,0,1,0,0.835,0.072,0.22299999999999998,-0.16355532185629776
3528,6,0.35,0.265,0.085,2,0.0775,0.034,0.056,0,1,0,0.8325,0.0775,0.20450000000000002,-0.1181150720791635
3529,6,0.36,0.265,0.075,2,0.0785,0.035,0.054,0,1,0,0.8325,0.0785,0.1795,-0.04153931524738064
3530,7,0.36,0.265,0.09,2,0.096,0.037,0.0585,0,1,0,0.8085,0.096,0.20099999999999998,-0.10563606206866907
3531,7,0.365,0.275,0.09,2,0.108,0.051,0.0625,0,1,0,0.7785,0.108,0.197,-0.10736254143696225
3532,7,0.38,0.285,0.09,2,0.1005,0.039,0.0775,0,1,0,0.7829999999999999,0.1005,0.23449999999999996,-0.2145768669721737
3533,6,0.4,0.31,0.115,2,0.1545,0.0595,0.087,0,1,0,0.6990000000000001,0.1545,0.24950000000000003,-0.2797970058534372
3534,6,0.4,0.315,0.09,2,0.151,0.068,0.08,0,1,0,0.7010000000000001,0.151,0.18899999999999997,-0.13377156416508013
3535,9,0.4,0.265,0.1,2,0.1245,0.0605,0.08,0,1,0,0.735,0.1245,0.2355,-0.1856332474836731
3536,8,0.425,0.325,0.11,2,0.1695,0.092,0.1065,0,1,0,0.632,0.1695,0.26349999999999996,-0.32897323656404664
3537,6,0.43,0.325,0.105,2,0.119,0.08,0.098,0,1,0,0.703,0.119,0.28700000000000003,-0.36544150748200915
3538,7,0.435,0.335,0.11,2,0.2075,0.0715,0.1315,0,0,1,0.5895,0.2075,0.27549999999999997,-0.38446397507472135
3539,8,0.435,0.34,0.12,2,0.1775,0.081,0.125,0,1,0,0.6165,0.1775,0.3125,-0.4630128067624505
3540,8,0.445,0.355,0.095,2,0.1415,0.0785,0.12,0,1,0,0.66,0.1415,0.2885,-0.41146512725511386
3541,8,0.45,0.35,0.11,3,0.253,0.1045,0.14,0,1,0,1.5025,0.1265,0.247,-0.19403457931177273
3542,8,0.455,0.435,0.11,2,0.195,0.09,0.1205,0,1,0,0.5945,0.195,0.26599999999999996,-0.4700591467869873
3543,8,0.46,0.34,0.09,2,0.1795,0.068,0.11,0,1,0,0.6425000000000001,0.1795,0.22050000000000003,-0.23277710531143497
3544,9,0.475,0.355,0.125,2,0.2155,0.1105,0.142,0,1,0,0.532,0.2155,0.3185,-0.48382083247276875
3545,8,0.475,0.36,0.135,2,0.196,0.0925,0.125,0,1,0,0.5865,0.196,0.324,-0.4868617661971115
3546,7,0.475,0.35,0.115,2,0.2375,0.099,0.14,0,1,0,0.5235,0.2375,0.2725,-0.38301435257152605
3547,9,0.48,0.355,0.125,2,0.2385,0.0835,0.15,0,1,0,0.528,0.2385,0.31150000000000005,-0.4753571846684467
3548,7,0.495,0.37,0.12,3,0.28,0.11,0.1375,1,0,0,1.4725,0.14,0.235,-0.18091851716382656
3549,9,0.5,0.365,0.125,3,0.229,0.103,0.1645,0,1,0,1.5034999999999998,0.1145,0.35,-0.39082232472137773
3550,8,0.505,0.39,0.115,3,0.2575,0.119,0.1535,0,0,1,1.47,0.12875,0.2795,-0.28564138438179654
3551,9,0.515,0.4,0.135,3,0.3055,0.1215,0.1855,0,1,0,1.3875,0.15275,0.3355,-0.42343241874884746
3552,8,0.525,0.39,0.105,3,0.2875,0.1075,0.16,0,1,0,1.445,0.14375,0.24250000000000005,-0.21918970275177718
3553,9,0.53,0.405,0.13,3,0.2945,0.1395,0.19,0,1,0,1.376,0.14725,0.34550000000000003,-0.43904575383898903
3554,8,0.53,0.42,0.13,3,0.296,0.1245,0.198,0,1,0,1.3815,0.148,0.36000000000000004,-0.48604070785055126
3555,8,0.535,0.415,0.135,3,0.3165,0.169,0.2365,0,0,1,1.278,0.15825,0.4265,-0.6187016113585073
3556,9,0.535,0.41,0.13,3,0.268,0.1225,0.1975,0,1,0,1.412,0.134,0.387,-0.5127097005120866
3557,8,0.54,0.41,0.135,3,0.31,0.177,0.2,0,1,0,1.313,0.155,0.36000000000000004,-0.47423251543469563
3558,10,0.55,0.425,0.155,3,0.412,0.187,0.2425,0,1,0,1.1585,0.206,0.38299999999999995,-0.5728292065791679
3559,10,0.565,0.45,0.175,4,0.5305,0.2455,0.308,1,0,0,1.916,0.17683333333333331,0.4355,-0.6477087916279148
3560,10,0.57,0.47,0.155,4,0.6355,0.2315,0.277,0,0,1,1.8559999999999999,0.21183333333333332,0.22850000000000015,-0.36147733176683905
3561,9,0.57,0.42,0.13,3,0.3535,0.1505,0.2365,0,1,0,1.2595,0.17675,0.3795,-0.5335172712381538
3562,8,0.57,0.42,0.16,3,0.4315,0.1915,0.223,1,0,0,1.154,0.21575,0.3345,-0.4718389976369517
3563,8,0.575,0.455,0.155,3,0.349,0.2095,0.285,0,1,0,1.1565,0.1745,0.5309999999999999,-0.840015581193662
3564,9,0.575,0.44,0.125,3,0.4555,0.1715,0.1965,0,1,0,1.1764999999999999,0.22775,0.1875,-0.23834515834923187
3565,9,0.575,0.475,0.16,3,0.3605,0.221,0.271,1,0,0,1.1475,0.18025,0.5015000000000001,-0.8093435700276135
3566,9,0.575,0.45,0.155,3,0.3605,0.211,0.2575,0,0,1,1.171,0.18025,0.46449999999999997,-0.7173075012081662
3567,10,0.58,0.46,0.14,3,0.4135,0.1845,0.27,0,1,0,1.1320000000000001,0.20675,0.4065000000000001,-0.6513581457692115
3568,10,0.58,0.46,0.14,3,0.3915,0.165,0.238,0,1,0,1.2055,0.19575,0.3645,-0.561414185314871
3569,11,0.58,0.47,0.15,3,0.444,0.1855,0.2445,0,1,0,1.1260000000000001,0.222,0.3449999999999999,-0.559333843391694
3570,9,0.58,0.47,0.165,4,0.54,0.166,0.279,0,0,1,2.0149999999999997,0.18000000000000002,0.3480000000000001,-0.5178388669383348
3571,9,0.585,0.465,0.165,3,0.4035,0.2275,0.259,1,0,0,1.1099999999999999,0.20175,0.44450000000000006,-0.7081105752513596
3572,9,0.585,0.46,0.165,4,0.486,0.25,0.294,1,0,0,1.97,0.162,0.43199999999999994,-0.6253250615952081
3573,10,0.595,0.465,0.145,3,0.3425,0.1795,0.2425,1,0,0,1.2355,0.17125,0.4324999999999999,-0.6603968164691647
3574,9,0.6,0.47,0.17,4,0.4995,0.2245,0.3205,1,0,0,1.9555,0.1665,0.4815000000000001,-0.7198505791070727
3575,8,0.6,0.47,0.15,3,0.4225,0.183,0.275,0,0,1,1.1195,0.21125,0.4275000000000001,-0.6922037816379505
3576,11,0.6,0.475,0.155,4,0.441,0.19,0.39,1,0,0,1.979,0.147,0.649,-0.9934233849069175
3577,11,0.6,0.475,0.23,4,0.522,0.2235,0.36,0,0,1,1.8944999999999999,0.17400000000000002,0.6579999999999999,-1.0030915784133185
3578,10,0.6,0.475,0.17,4,0.4905,0.2475,0.31,1,0,0,1.952,0.1635,0.4695,-0.6998916186118751
3579,9,0.6,0.485,0.145,3,0.3545,0.1585,0.239,1,0,0,1.248,0.17725,0.41350000000000003,-0.6524509038551722
3580,10,0.62,0.48,0.165,4,0.4835,0.221,0.31,1,0,0,1.9855,0.16116666666666665,0.46649999999999997,-0.6898031579088298
3581,9,0.625,0.48,0.16,4,0.5795,0.2145,0.29,0,0,1,1.916,0.19316666666666668,0.3204999999999999,-0.48872599828452246
3582,10,0.625,0.475,0.16,4,0.605,0.2875,0.319,1,0,0,1.7885,0.20166666666666666,0.353,-0.550917139110158
3583,9,0.625,0.5,0.175,4,0.564,0.302,0.374,1,0,0,1.7600000000000002,0.18799999999999997,0.5339999999999999,-0.8583008637537888
3584,11,0.625,0.49,0.165,4,0.517,0.2375,0.39,0,0,1,1.8555000000000001,0.17233333333333334,0.5930000000000001,-0.9288550435222372
3585,9,0.625,0.485,0.16,4,0.631,0.2235,0.302,0,0,1,1.8435,0.21033333333333334,0.2929999999999999,-0.47390012718303454
3586,11,0.63,0.465,0.15,4,0.4265,0.24,0.325,0,1,0,2.0084999999999997,0.14216666666666666,0.5235,-0.7457947680056786
3587,10,0.635,0.495,0.17,4,0.657,0.3055,0.365,0,0,1,1.6724999999999999,0.219,0.41300000000000003,-0.6947090531640415
3588,12,0.65,0.515,0.185,4,0.75,0.1805,0.369,0,0,1,1.7005,0.25,0.3580000000000001,-0.6640824642091194
3589,11,0.65,0.515,0.18,4,0.658,0.3135,0.4115,0,0,1,1.617,0.21933333333333335,0.5249999999999998,-0.8925310416520542
3590,11,0.65,0.52,0.195,4,0.689,0.3905,0.432,1,0,0,1.4885000000000002,0.22966666666666666,0.5650000000000001,-0.9714864924326407
3591,9,0.65,0.475,0.165,4,0.58,0.3485,0.3095,1,0,0,1.762,0.19333333333333333,0.3690000000000001,-0.5553911494019045
3592,11,0.655,0.525,0.16,4,0.686,0.311,0.405,0,0,1,1.5979999999999999,0.22866666666666668,0.44400000000000006,-0.7913547502606663
3593,8,0.655,0.53,0.165,4,0.583,0.1255,0.4,1,0,0,1.8915000000000002,0.19433333333333333,0.5470000000000002,-0.9114082020505442
3594,12,0.66,0.5,0.155,4,0.6485,0.288,0.335,1,0,0,1.7285000000000001,0.21616666666666665,0.3315,-0.5572431797151418
3595,11,0.66,0.515,0.2,4,0.749,0.422,0.401,0,0,1,1.428,0.24966666666666668,0.45299999999999996,-0.8092083610167617
3596,10,0.675,0.515,0.145,4,0.6025,0.299,0.325,0,0,1,1.7735,0.20083333333333334,0.3374999999999999,-0.5612023415850869
3597,11,0.685,0.53,0.17,4,0.647,0.383,0.465,0,0,1,1.505,0.21566666666666667,0.623,-1.0490053257301428
3598,12,0.715,0.52,0.18,4,0.708,0.3525,0.445,0,0,1,1.4945,0.236,0.542,-0.9225367008856296
3599,12,0.735,0.555,0.22,4,1.2395,0.3645,0.6195,0,0,1,0.7765,0.4131666666666667,0.4395,-1.0501585946483902
3600,4,0.175,0.125,0.04,2,0.0095,0.008,0.009,0,1,0,0.9735,0.0095,0.08850000000000001,0.2802450916101133
3601,8,0.37,0.285,0.095,2,0.1135,0.0515,0.0675,0,1,0,0.7675,0.1135,0.21150000000000002,-0.15751136840536964
3602,5,0.395,0.3,0.09,2,0.1385,0.0625,0.077,0,1,0,0.722,0.1385,0.19549999999999995,-0.12943455119109365
3603,7,0.42,0.325,0.11,2,0.1245,0.0755,0.1025,0,1,0,0.6975,0.1245,0.3005,-0.40735096474899735
3604,8,0.455,0.37,0.11,3,0.2385,0.1235,0.126,0,1,0,1.512,0.11925,0.23349999999999999,-0.17731029953166133
3605,8,0.495,0.375,0.115,3,0.31,0.1145,0.1395,0,1,0,1.436,0.155,0.199,-0.12756757289854473
3606,7,0.51,0.375,0.11,3,0.2865,0.118,0.148,1,0,0,1.4475,0.14325,0.22950000000000004,-0.1767333905269733
3607,8,0.515,0.39,0.14,3,0.341,0.1325,0.119,0,0,1,1.4075,0.1705,0.177,-0.10407140135117651
3608,7,0.545,0.43,0.155,3,0.409,0.144,0.228,0,0,1,1.219,0.2045,0.35700000000000004,-0.5289690401208142
3609,9,0.555,0.405,0.12,3,0.4585,0.196,0.2065,1,0,0,1.1389999999999998,0.22925,0.1945,-0.21239718571596317
3610,9,0.58,0.45,0.16,3,0.3935,0.221,0.215,0,0,1,1.1705,0.19675,0.3565,-0.5269210053641867
3611,10,0.59,0.465,0.17,4,0.4635,0.24,0.27,1,0,0,2.0265,0.1545,0.4165000000000001,-0.5879628514350134
3612,10,0.6,0.46,0.18,4,0.423,0.2575,0.365,0,0,1,1.9545,0.141,0.6669999999999998,-0.9862858505789052
3613,11,0.61,0.49,0.17,4,0.7045,0.25,0.3045,1,0,0,1.741,0.23483333333333334,0.24450000000000005,-0.43611909374563596
3614,11,0.615,0.475,0.155,4,0.4375,0.2585,0.31,0,0,1,1.994,0.14583333333333334,0.49249999999999994,-0.713078580112895
3615,9,0.615,0.475,0.19,4,0.7315,0.305,0.3285,0,0,1,1.635,0.24383333333333335,0.3054999999999999,-0.5273080155851115
3616,14,0.615,0.495,0.2,4,0.5795,0.3115,0.371,0,0,1,1.738,0.19316666666666668,0.5624999999999999,-0.9010104590740038
3617,9,0.62,0.46,0.16,3,0.4915,0.2,0.228,0,0,1,1.0805,0.24575,0.28450000000000003,-0.44197639635043473
3618,11,0.63,0.515,0.17,4,0.6355,0.2955,0.38,0,0,1,1.689,0.21183333333333332,0.46450000000000014,-0.7944935935960393
3619,12,0.64,0.5,0.17,4,0.4955,0.2645,0.32,1,0,0,1.92,0.16516666666666666,0.4845,-0.7369575441223113
3620,9,0.64,0.5,0.17,4,0.565,0.3375,0.315,1,0,0,1.7825,0.18833333333333332,0.405,-0.6393155565018757
3621,8,0.655,0.455,0.17,4,0.583,0.303,0.333,1,0,0,1.7810000000000001,0.19433333333333333,0.42300000000000004,-0.6211456651358892
3622,10,0.655,0.505,0.165,4,0.6035,0.262,0.335,0,0,1,1.7994999999999999,0.2011666666666667,0.39649999999999996,-0.6468104483973596
3623,10,0.66,0.53,0.175,4,0.7395,0.3505,0.405,0,0,1,1.505,0.24650000000000002,0.4205000000000001,-0.7784436263273107
3624,9,0.665,0.5,0.175,4,0.643,0.345,0.37,1,0,0,1.642,0.21433333333333335,0.44699999999999984,-0.7366085854934048
3625,10,0.67,0.525,0.195,4,0.573,0.368,0.3905,1,0,0,1.6685,0.19099999999999998,0.5980000000000001,-0.9622861511359705
3626,10,0.69,0.53,0.19,4,0.678,0.331,0.48,0,0,1,1.511,0.226,0.6619999999999998,-1.1136966715353336
3627,10,0.715,0.525,0.2,4,0.95,0.436,0.4305,0,0,1,1.1835,0.31666666666666665,0.31100000000000017,-0.6808099960612082
3628,13,0.735,0.565,0.225,4,0.87,0.5145,0.5675,1,0,0,1.048,0.29,0.715,-1.2877952594446485
3629,6,0.27,0.205,0.05,2,0.03,0.0185,0.029,0,1,0,0.9225,0.03,0.128,0.13829200435315653
3630,7,0.285,0.225,0.07,2,0.0425,0.0185,0.035,0,1,0,0.904,0.0425,0.1675,-0.0037925432909125256
3631,5,0.295,0.22,0.085,2,0.0585,0.027,0.0365,0,1,0,0.878,0.0585,0.1845,-0.04498564311748271
3632,5,0.3,0.225,0.075,2,0.057,0.028,0.044,0,1,0,0.871,0.057,0.181,-0.040982407616716454
3633,5,0.3,0.22,0.065,2,0.052,0.0155,0.035,0,1,0,0.8975,0.052,0.14800000000000002,0.07428617019339531
3634,6,0.36,0.265,0.085,2,0.0725,0.0515,0.055,0,1,0,0.821,0.0725,0.20750000000000002,-0.11731582687517872
3635,6,0.37,0.275,0.095,2,0.1015,0.055,0.0825,0,1,0,0.761,0.1015,0.25349999999999995,-0.2646946680434634
3636,8,0.39,0.29,0.09,2,0.135,0.0455,0.078,0,1,0,0.7415,0.135,0.20099999999999996,-0.13404799853638788
3637,6,0.435,0.325,0.1,2,0.1335,0.0835,0.105,0,1,0,0.6779999999999999,0.1335,0.2765,-0.3451174530724099
3638,8,0.44,0.34,0.105,2,0.123,0.081,0.125,0,1,0,0.671,0.123,0.33699999999999997,-0.5054510054973087
3639,8,0.44,0.32,0.095,2,0.1495,0.059,0.1,0,1,0,0.6915,0.1495,0.24050000000000002,-0.25245957870285646
3640,7,0.445,0.345,0.12,2,0.169,0.0825,0.13,0,1,0,0.6185,0.169,0.33099999999999996,-0.5036110862826129
3641,9,0.465,0.37,0.115,2,0.1515,0.0935,0.1455,0,1,0,0.6095,0.1515,0.36950000000000005,-0.6044549377845341
3642,8,0.465,0.355,0.12,2,0.2375,0.099,0.14,0,1,0,0.5235,0.2375,0.28250000000000003,-0.4166115414835405
3643,8,0.47,0.345,0.12,2,0.1525,0.0615,0.125,0,1,0,0.661,0.1525,0.3375,-0.493575952134896
3644,7,0.475,0.365,0.105,2,0.1645,0.099,0.127,0,1,0,0.6094999999999999,0.1645,0.2995,-0.43683053145158257
3645,9,0.475,0.335,0.1,2,0.1895,0.086,0.135,0,1,0,0.5895,0.1895,0.2805,-0.3691375336975683
3646,9,0.475,0.35,0.125,2,0.1905,0.079,0.1355,0,1,0,0.595,0.1905,0.3305,-0.49441202796546296
3647,8,0.485,0.365,0.125,2,0.163,0.0965,0.151,0,1,0,0.5895,0.163,0.389,-0.62888761035088
3648,9,0.49,0.39,0.12,3,0.2205,0.103,0.1745,0,1,0,1.502,0.11025,0.36849999999999994,-0.4609641408293077
3649,9,0.515,0.405,0.13,3,0.213,0.134,0.195,0,1,0,1.458,0.1065,0.43700000000000006,-0.5934697376668623
3650,8,0.52,0.415,0.14,3,0.2945,0.1405,0.171,0,1,0,1.3940000000000001,0.14725,0.3275000000000001,-0.4141398710294672
3651,10,0.525,0.405,0.125,3,0.2985,0.1505,0.168,0,1,0,1.383,0.14925,0.2875000000000001,-0.3276168198513937
3652,10,0.525,0.425,0.14,3,0.4205,0.182,0.2225,1,0,0,1.1749999999999998,0.21025,0.3045000000000001,-0.44074043585895767
3653,9,0.53,0.425,0.13,3,0.3905,0.2005,0.215,0,1,0,1.194,0.19525,0.29949999999999993,-0.41783750583008633
3654,9,0.53,0.42,0.14,3,0.256,0.1855,0.208,0,1,0,1.3505,0.128,0.43999999999999995,-0.6204892607045784
3655,9,0.53,0.41,0.125,3,0.346,0.173,0.215,0,0,1,1.266,0.173,0.33399999999999996,-0.4495975414052012
3656,11,0.53,0.395,0.125,3,0.2975,0.108,0.195,0,1,0,1.3995,0.14875,0.3425,-0.42564745696583406
3657,7,0.535,0.405,0.14,3,0.336,0.156,0.19,0,0,1,1.318,0.168,0.324,-0.4092854350201327
3658,10,0.535,0.45,0.155,3,0.3655,0.148,0.2595,0,1,0,1.227,0.18275,0.46349999999999997,-0.7401627896689407
3659,9,0.545,0.41,0.14,3,0.349,0.15,0.212,0,0,1,1.2890000000000001,0.1745,0.355,-0.4788492299084709
3660,10,0.545,0.41,0.125,3,0.2945,0.1315,0.205,1,0,0,1.369,0.14725,0.36549999999999994,-0.4800396740707751
3661,10,0.55,0.415,0.15,3,0.3535,0.176,0.236,0,1,0,1.2345000000000002,0.17675,0.41850000000000004,-0.6043339203884968
3662,8,0.55,0.45,0.14,3,0.3445,0.1325,0.24,0,1,0,1.283,0.17225,0.41550000000000004,-0.6375722598671316
3663,9,0.55,0.4,0.135,3,0.3315,0.1495,0.221,0,1,0,1.298,0.16575,0.38049999999999995,-0.5097330562644783
3664,9,0.555,0.43,0.15,3,0.345,0.1755,0.247,0,1,0,1.2325,0.1725,0.44900000000000007,-0.6726090506683704
3665,9,0.575,0.45,0.145,3,0.4675,0.18,0.217,0,1,0,1.1355,0.23375,0.25649999999999995,-0.3831889756952474
3666,8,0.575,0.44,0.15,3,0.486,0.215,0.239,0,1,0,1.06,0.243,0.29200000000000004,-0.44493973202745657
3667,11,0.585,0.42,0.155,4,0.437,0.2225,0.32,1,0,0,2.0205,0.14566666666666667,0.5129999999999999,-0.71035469842259
3668,10,0.585,0.465,0.145,3,0.4325,0.2145,0.2845,1,0,0,1.0685,0.21625,0.4265,-0.6991263348882855
3669,9,0.585,0.46,0.14,3,0.326,0.153,0.265,0,1,0,1.256,0.163,0.48400000000000004,-0.7497239936162385
3670,8,0.59,0.465,0.135,3,0.4235,0.199,0.28,0,0,1,1.0975,0.21175,0.4065000000000001,-0.6597792155992401
3671,10,0.595,0.47,0.135,3,0.434,0.184,0.287,0,1,0,1.095,0.217,0.41,-0.6750149438622943
3672,10,0.595,0.44,0.135,3,0.5005,0.1715,0.2575,1,0,0,1.0705,0.25025,0.2845000000000001,-0.4362877128414422
3673,10,0.595,0.46,0.155,4,0.4565,0.24,0.3085,1,0,0,1.995,0.15216666666666667,0.47050000000000003,-0.6784073696922153
3674,12,0.595,0.45,0.165,4,0.49,0.2525,0.279,1,0,0,1.9785,0.16333333333333333,0.39800000000000013,-0.5521604939610693
3675,10,0.6,0.47,0.16,4,0.441,0.2015,0.305,0,0,1,2.0525,0.147,0.48899999999999993,-0.7084701215621535
3676,10,0.6,0.5,0.16,4,0.5095,0.256,0.309,1,0,0,1.9255,0.1698333333333333,0.4285,-0.6705288745262173
3677,11,0.605,0.49,0.165,4,0.492,0.222,0.3555,0,0,1,1.9305,0.164,0.5489999999999999,-0.8525238198348164
3678,10,0.605,0.49,0.15,4,0.4305,0.2525,0.35,1,0,0,1.967,0.1435,0.5695,-0.8649855211264197
3679,10,0.61,0.45,0.19,4,0.517,0.2495,0.2935,0,0,1,1.94,0.17233333333333334,0.44999999999999996,-0.6390977873354553
3680,9,0.61,0.495,0.165,4,0.4525,0.273,0.317,1,0,0,1.9575,0.15083333333333335,0.5115,-0.7714932064714197
3681,11,0.615,0.47,0.175,4,0.5675,0.287,0.317,0,0,1,1.8285,0.18916666666666668,0.4165,-0.6331766695270655
3682,11,0.62,0.5,0.18,4,0.726,0.2795,0.332,0,0,1,1.6624999999999999,0.242,0.29800000000000004,-0.5444464841365728
3683,10,0.62,0.525,0.155,4,0.454,0.1965,0.35,0,0,1,1.9994999999999998,0.15133333333333335,0.556,-0.8779626033115805
3684,11,0.62,0.47,0.155,3,0.447,0.171,0.284,0,1,0,1.098,0.2235,0.4309999999999999,-0.6993493482138201
3685,10,0.62,0.48,0.165,4,0.481,0.2575,0.305,0,0,1,1.9565000000000001,0.16033333333333333,0.45899999999999996,-0.6757524782080766
3686,14,0.625,0.485,0.135,4,0.61,0.2675,0.3605,1,0,0,1.762,0.20333333333333334,0.381,-0.6221251896626818
3687,11,0.625,0.485,0.16,4,0.5255,0.257,0.3315,0,1,0,1.8860000000000001,0.17516666666666666,0.45750000000000013,-0.7009016555168255
3688,11,0.63,0.49,0.17,4,0.5515,0.212,0.31,0,1,0,1.9265,0.18383333333333332,0.4085,-0.6305077822150218
3689,9,0.63,0.505,0.195,4,0.516,0.3305,0.375,1,0,0,1.7785,0.17200000000000001,0.6240000000000001,-0.9754734729692502
3690,13,0.64,0.5,0.175,4,0.5065,0.2925,0.405,0,0,1,1.796,0.1688333333333333,0.6535000000000002,-1.0198619017390818
3691,12,0.645,0.51,0.19,4,0.6445,0.296,0.425,0,0,1,1.6345,0.21483333333333332,0.5855,-0.976780241487951
3692,11,0.65,0.52,0.17,4,0.6155,0.2885,0.36,0,0,1,1.736,0.2051666666666667,0.4445,-0.7492932888382919
3693,11,0.65,0.495,0.17,4,0.6215,0.2305,0.399,0,0,1,1.7489999999999999,0.2071666666666667,0.5165000000000001,-0.8432901837876458
3694,10,0.65,0.495,0.16,4,0.55,0.2695,0.32,0,0,1,1.8604999999999998,0.18333333333333335,0.4099999999999999,-0.634339896912909
3695,10,0.65,0.52,0.195,4,0.5985,0.246,0.3825,1,0,0,1.773,0.1995,0.5565,-0.9125290756241443
3696,13,0.65,0.525,0.205,4,0.69,0.306,0.4355,0,0,1,1.5685,0.22999999999999998,0.591,-1.0143241614663512
3697,12,0.65,0.51,0.175,4,0.4955,0.2025,0.385,0,0,1,1.917,0.16516666666666666,0.6245,-0.9709399094506144
3698,10,0.65,0.51,0.175,4,0.575,0.3155,0.3885,1,0,0,1.721,0.19166666666666665,0.552,-0.892133358066031
3699,11,0.65,0.525,0.19,4,0.5975,0.296,0.4,0,0,1,1.7065000000000001,0.1991666666666667,0.5825000000000001,-0.961519312455626
3700,10,0.66,0.53,0.17,4,0.622,0.309,0.398,1,0,0,1.6709999999999998,0.20733333333333334,0.5140000000000001,-0.8729978908569453
3701,10,0.66,0.51,0.18,4,0.5,0.2335,0.339,0,0,1,1.9275,0.16666666666666666,0.538,-0.8248764108100483
3702,11,0.665,0.54,0.195,4,0.8505,0.3615,0.47,1,0,0,1.318,0.28350000000000003,0.47950000000000004,-0.9312499237570258
3703,11,0.67,0.51,0.155,4,0.5605,0.3045,0.358,1,0,0,1.7770000000000001,0.18683333333333332,0.4655,-0.7429345416983894
3704,11,0.67,0.54,0.195,4,0.532,0.2735,0.3315,0,0,1,1.863,0.17733333333333334,0.5209999999999999,-0.8358758281929224
3705,9,0.67,0.54,0.2,4,0.6435,0.328,0.4165,1,0,0,1.612,0.2145,0.5895000000000001,-0.9976322684383019
3706,11,0.675,0.535,0.185,4,0.7035,0.402,0.4,1,0,0,1.4945,0.23450000000000001,0.4664999999999999,-0.8312883736870762
3707,11,0.675,0.51,0.17,4,0.809,0.318,0.341,0,0,1,1.532,0.26966666666666667,0.21299999999999997,-0.44948950656515285
